CODEST,FECHA,VVMED,VVMAX,RVIENTO,DVMED,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,RADMED,RADMAX,HSOL,PREC,HORAS0,HORAS7,DEWPT,DPV,ETO_PM_FAO
AL41,21/06/1994,,,168.48,,16.4,29.9,22.81,16.4,29.9,40.8,95.3,68.9,40.8,95.3,,,,0.0,0.0,0.0,,,2.928228186
AL41,22/06/1994,,,211.68,,17.9,29.6,23.53,17.9,29.6,33.9,88.0,58.29,33.9,88.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,23/06/1994,,,219.6,,17.3,30.6,24.07,17.3,30.6,36.0,76.9,54.28,36.0,76.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,24/06/1994,,,175.32,,19.6,32.0,25.48,19.6,32.0,33.6,84.5,53.7,33.6,84.5,,,,0.0,0.0,0.0,,,2.928228186
AL41,25/06/1994,,,161.64,,17.3,35.4,26.16,17.3,35.4,12.9,95.4,54.98,12.9,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,26/06/1994,,,241.92,,18.1,30.0,24.17,18.1,30.0,24.6,74.9,34.45,24.6,74.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,27/06/1994,,,147.96,,12.0,29.3,21.86,12.0,29.3,31.5,88.2,55.27,31.5,88.2,,,,0.0,0.0,0.0,,,2.928228186
AL41,28/06/1994,,,116.28,,12.0,31.1,21.94,12.0,31.1,31.8,80.1,54.09,31.8,80.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,29/06/1994,,,110.52,,12.8,33.9,23.96,12.8,33.9,28.6,83.2,52.26,28.6,83.2,,,,0.0,0.0,0.0,,,2.928228186
AL41,30/06/1994,,,95.04,,13.1,37.8,26.22,13.1,37.8,24.8,70.9,44.61,24.8,70.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,01/07/1994,,,109.44,,15.6,38.0,27.69,15.6,38.0,26.0,72.8,45.18,26.0,72.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,02/07/1994,,,136.44,,19.8,39.0,29.41,19.8,39.0,26.7,61.6,43.0,26.7,61.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,03/07/1994,,,106.56,,19.3,38.0,29.37,19.3,38.0,32.2,86.8,54.86,32.2,86.8,,,,0.1,0.0,0.0,,,2.928228186
AL41,04/07/1994,,,112.32,,18.6,44.4,32.1,18.6,44.4,22.7,70.8,41.77,22.7,70.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,05/07/1994,,,115.56,,20.6,42.3,32.16,20.6,42.3,23.2,71.5,45.14,23.2,71.5,,,,0.0,0.0,0.0,,,2.928228186
AL41,06/07/1994,,,191.52,,19.0,43.5,31.38,19.0,43.5,17.8,80.4,48.3,17.8,80.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,07/07/1994,,,157.32,,19.7,31.5,26.11,19.7,31.5,42.8,94.9,67.68,42.8,94.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,08/07/1994,,,133.56,,19.3,31.9,25.48,19.3,31.9,43.7,89.3,67.23,43.7,89.3,,,,0.0,0.0,0.0,,,2.928228186
AL41,09/07/1994,,,178.2,,20.8,32.0,25.95,20.8,32.0,41.1,88.8,65.36,41.1,88.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,10/07/1994,,,127.08,,17.9,33.8,25.55,17.9,33.8,37.1,94.6,66.73,37.1,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,11/07/1994,,,132.84,,15.9,33.3,24.91,15.9,33.3,41.4,94.8,69.41,41.4,94.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,12/07/1994,,,141.12,,20.8,33.1,26.54,20.8,33.1,36.9,91.4,62.72,36.9,91.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,13/07/1994,,,130.32,,15.4,33.5,25.21,15.4,33.5,29.8,93.7,52.32,29.8,93.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,14/07/1994,,,158.04,,14.9,34.5,25.95,14.9,34.5,27.9,77.7,48.73,27.9,77.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,15/07/1994,,,159.48,,22.2,36.0,28.83,22.2,36.0,27.3,60.8,43.21,27.3,60.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,16/07/1994,,,133.2,,22.7,35.0,28.79,22.7,35.0,30.3,74.1,45.9,30.3,74.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,17/07/1994,,,118.44,,18.6,35.5,26.77,18.6,35.5,33.1,89.9,63.43,33.1,89.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,18/07/1994,,,152.64,,17.2,38.0,27.96,17.2,38.0,24.4,87.5,57.66,24.4,87.5,,,,0.0,0.0,0.0,,,2.928228186
AL41,19/07/1994,,,132.12,,19.5,35.7,26.57,19.5,35.7,37.8,95.0,70.94,37.8,95.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,20/07/1994,,,124.2,,19.7,33.6,26.53,19.7,33.6,43.4,93.8,70.5,43.4,93.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,21/07/1994,,,140.04,,23.6,33.5,27.43,23.6,33.5,40.8,82.5,64.84,40.8,82.5,,,,0.0,0.0,0.0,,,2.928228186
AL41,22/07/1994,,,121.68,,18.6,32.8,25.84,18.6,32.8,42.6,91.3,68.4,42.6,91.3,,,,0.0,0.0,0.0,,,2.928228186
AL41,23/07/1994,,,160.92,,21.6,34.2,26.83,21.6,34.2,40.2,86.8,67.0,40.2,86.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,24/07/1994,,,113.04,,20.1,33.8,26.43,20.1,33.8,42.0,93.2,69.18,42.0,93.2,,,,0.0,0.0,0.0,,,2.928228186
AL41,25/07/1994,,,137.88,,23.0,35.4,27.58,23.0,35.4,30.4,85.0,65.19,30.4,85.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,26/07/1994,,,135.0,,21.5,33.9,27.63,21.5,33.9,39.5,85.8,62.88,39.5,85.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,27/07/1994,,,135.36,,19.3,35.1,27.4,19.3,35.1,32.2,90.2,57.06,32.2,90.2,,,,0.0,0.0,0.0,,,2.928228186
AL41,28/07/1994,,,142.92,,15.4,35.0,26.13,15.4,35.0,29.4,85.4,52.23,29.4,85.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,29/07/1994,,,207.72,,20.3,34.3,27.26,20.3,34.3,32.4,73.8,51.43,32.4,73.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,30/07/1994,,,129.6,,17.5,34.5,26.29,17.5,34.5,40.1,81.9,60.18,40.1,81.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,31/07/1994,,,141.12,,21.2,34.8,27.49,21.2,34.8,29.6,93.1,60.53,29.6,93.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,01/08/1994,,,205.92,,21.2,34.9,28.4,21.2,34.9,32.0,71.1,43.06,32.0,71.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,02/08/1994,,,115.92,,17.6,34.2,26.03,17.6,34.2,40.3,78.9,58.93,40.3,78.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,03/08/1994,,,205.92,,22.3,33.6,27.31,22.3,33.6,38.4,90.7,66.47,38.4,90.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,04/08/1994,,,166.68,,22.8,32.7,27.38,22.8,32.7,43.4,88.6,66.8,43.4,88.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,05/08/1994,,,113.76,,20.9,35.7,27.38,20.9,35.7,43.0,94.6,71.16,43.0,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,06/08/1994,,,105.48,,22.7,33.9,27.48,22.7,33.9,47.4,91.5,72.47,47.4,91.5,,,,0.0,0.0,0.0,,,2.928228186
AL41,07/08/1994,,,136.44,,19.5,35.2,28.12,19.5,35.2,37.4,95.4,64.55,37.4,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,08/08/1994,,,99.72,,18.8,38.1,28.47,18.8,38.1,30.3,91.6,57.56,30.3,91.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,09/08/1994,,,121.68,,17.0,37.2,28.25,17.0,37.2,23.9,93.6,57.3,23.9,93.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,10/08/1994,,,152.28,,20.0,33.2,28.37,20.0,33.2,29.6,66.2,38.28,29.6,66.2,,,,0.0,0.0,0.0,,,2.928228186
AL41,11/08/1994,,,182.16,,19.8,34.4,28.14,19.8,34.4,29.4,68.6,43.45,29.4,68.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,12/08/1994,,,111.24,,18.9,33.4,25.82,18.9,33.4,40.6,80.1,58.3,40.6,80.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,13/08/1994,,,127.44,,20.7,32.8,26.42,20.7,32.8,42.1,92.7,67.87,42.1,92.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,14/08/1994,,,178.56,,21.5,32.9,27.0,21.5,32.9,45.0,91.6,67.82,45.0,91.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,15/08/1994,,,196.2,,23.8,33.8,27.95,23.8,33.8,40.4,80.3,59.28,40.4,80.3,,,,0.3,0.0,0.0,,,2.928228186
AL41,16/08/1994,,,125.28,,19.7,34.6,27.64,19.7,34.6,42.6,87.7,65.67,42.6,87.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,17/08/1994,,,127.44,,21.1,36.0,27.65,21.1,36.0,39.4,93.8,70.75,39.4,93.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,18/08/1994,,,132.48,,20.5,35.2,27.51,20.5,35.2,42.1,94.5,70.81,42.1,94.5,,,,0.0,0.0,0.0,,,2.928228186
AL41,19/08/1994,,,118.44,,22.9,35.5,27.82,22.9,35.5,41.6,89.4,69.45,41.6,89.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,20/08/1994,,,120.6,,21.5,35.8,26.79,21.5,35.8,43.2,93.9,74.15,43.2,93.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,21/08/1994,,,128.16,,19.7,39.6,29.46,19.7,39.6,24.5,94.6,58.95,24.5,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,22/08/1994,,,113.76,,22.1,37.8,29.21,22.1,37.8,38.0,91.0,63.59,38.0,91.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,23/08/1994,,,117.36,,21.7,39.6,28.9,21.7,39.6,25.0,94.1,63.44,25.0,94.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,24/08/1994,,,149.04,,17.2,34.2,26.18,17.2,34.2,28.1,82.3,58.33,28.1,82.3,,,,0.1,0.0,0.0,,,2.928228186
AL41,25/08/1994,,,129.96,,19.3,35.2,26.85,19.3,35.2,24.2,85.2,50.48,24.2,85.2,,,,0.3,0.0,0.0,,,2.928228186
AL41,26/08/1994,,,131.76,,17.5,35.6,26.48,17.5,35.6,26.3,94.1,56.9,26.3,94.1,,,,0.2,0.0,0.0,,,2.928228186
AL41,27/08/1994,,,110.16,,16.6,35.5,25.75,16.6,35.5,35.9,77.6,58.6,35.9,77.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,28/08/1994,,,95.04,,16.8,35.7,26.54,16.8,35.7,35.3,91.6,61.17,35.3,91.6,,,,0.3,0.0,0.0,,,2.928228186
AL41,29/08/1994,,,124.56,,18.7,34.7,26.34,18.7,34.7,35.6,90.0,64.38,35.6,90.0,,,,0.1,0.0,0.0,,,2.928228186
AL41,30/08/1994,,,105.84,,19.0,33.7,25.76,19.0,33.7,45.2,92.8,72.2,45.2,92.8,,,,0.2,0.0,0.0,,,2.928228186
AL41,31/08/1994,,,115.2,,18.3,34.3,26.35,18.3,34.3,32.7,92.1,61.23,32.7,92.1,,,,0.3,0.0,0.0,,,2.928228186
AL41,01/09/1994,,,140.76,,18.0,35.5,26.65,18.0,35.5,26.3,95.2,54.3,26.3,95.2,,,,0.3,0.0,0.0,,,2.928228186
AL41,02/09/1994,,,136.44,,19.6,31.1,25.43,19.6,31.1,46.7,93.1,71.93,46.7,93.1,,,,0.1,0.0,0.0,,,2.928228186
AL41,03/09/1994,,,162.0,,21.9,31.6,26.25,21.9,31.6,47.6,89.3,70.61,47.6,89.3,,,,0.7,0.0,0.0,,,2.928228186
AL41,04/09/1994,,,155.88,,16.9,35.0,24.47,16.9,35.0,23.7,96.4,65.95,23.7,96.4,,,,0.2,0.0,0.0,,,2.928228186
AL41,05/09/1994,,,105.84,,16.6,30.6,23.56,16.6,30.6,35.5,87.2,63.16,35.5,87.2,,,,0.0,0.0,0.0,,,2.928228186
AL41,06/09/1994,,,95.04,,13.5,31.4,22.37,13.5,31.4,36.8,90.6,66.24,36.8,90.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,07/09/1994,,,101.52,,12.6,33.3,23.44,12.6,33.3,28.0,93.8,64.35,28.0,93.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,08/09/1994,,,111.96,,15.9,35.3,25.78,15.9,35.3,23.5,94.6,58.8,23.5,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,09/09/1994,,,180.0,,20.5,32.8,26.32,20.5,32.8,23.9,76.0,34.67,23.9,76.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,10/09/1994,,,118.8,,13.6,34.8,23.27,13.6,34.8,22.4,84.1,52.61,22.4,84.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,11/09/1994,,,108.72,,12.7,33.3,23.39,12.7,33.3,27.1,86.7,59.3,27.1,86.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,12/09/1994,,,110.88,,13.7,34.5,24.33,13.7,34.5,28.1,92.0,60.24,28.1,92.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,13/09/1994,,,114.84,,14.9,33.3,24.64,14.9,33.3,27.2,94.0,60.25,27.2,94.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,14/09/1994,,,278.28,,19.2,28.7,24.32,19.2,28.7,21.7,42.7,31.0,21.7,42.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,15/09/1994,,,176.4,,14.7,27.7,20.5,14.7,27.7,28.5,65.1,41.73,28.5,65.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,16/09/1994,,,75.24,,9.5,28.5,19.2,9.5,28.5,28.7,85.3,58.6,28.7,85.3,,,,0.0,0.0,0.0,,,2.928228186
AL41,17/09/1994,,,146.16,,14.3,27.5,21.46,14.3,27.5,33.6,87.4,60.2,33.6,87.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,18/09/1994,,,149.04,,14.7,25.9,19.89,14.7,25.9,44.8,85.0,64.77,44.8,85.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,19/09/1994,,,73.08,,9.5,27.4,18.13,9.5,27.4,30.6,93.0,65.19,30.6,93.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,20/09/1994,,,114.84,,9.7,28.1,18.8,9.7,28.1,39.9,92.9,68.3,39.9,92.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,21/09/1994,,,160.2,,12.8,23.6,17.46,12.8,23.6,57.6,98.3,81.3,57.6,98.3,,,,26.8,0.0,0.0,,,2.928228186
AL41,22/09/1994,,,132.48,,14.3,20.4,16.53,14.3,20.4,65.7,93.7,82.0,65.7,93.7,,,,3.6,0.0,0.0,,,2.928228186
AL41,23/09/1994,,,148.68,,11.4,21.7,16.15,11.4,21.7,35.6,94.6,67.15,35.6,94.6,,,,0.3,0.0,0.0,,,2.928228186
AL41,24/09/1994,,,89.64,,7.6,24.9,15.79,7.6,24.9,35.5,94.8,66.8,35.5,94.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,25/09/1994,,,69.12,,8.8,26.6,16.53,8.8,26.6,27.2,94.6,69.89,27.2,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,26/09/1994,,,71.28,,11.7,27.9,17.88,11.7,27.9,31.7,94.9,74.05,31.7,94.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,27/09/1994,,,84.24,,10.2,25.9,17.65,10.2,25.9,37.8,95.4,72.89,37.8,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,28/09/1994,,,156.96,,16.3,19.8,18.0,16.3,19.8,69.2,92.7,84.92,69.2,92.7,,,,13.7,0.0,0.0,,,2.928228186
AL41,29/09/1994,,,169.92,,17.1,25.2,19.7,17.1,25.2,48.2,94.4,72.13,48.2,94.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,30/09/1994,,,68.76,,15.3,23.9,18.84,15.3,23.9,53.8,94.9,81.35,53.8,94.9,,,,0.5,0.0,0.0,,,2.928228186
AL41,01/10/1994,,,81.72,,13.5,24.0,18.67,13.5,24.0,51.3,94.6,77.96,51.3,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,02/10/1994,,,55.8,,13.4,24.9,18.05,13.4,24.9,44.7,94.1,79.25,44.7,94.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,03/10/1994,,,74.52,,12.2,27.9,18.85,12.2,27.9,38.4,95.4,76.24,38.4,95.4,,,,0.1,0.0,0.0,,,2.928228186
AL41,04/10/1994,,,76.32,,13.0,27.6,19.94,13.0,27.6,34.5,93.7,66.82,34.5,93.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,05/10/1994,,,158.4,,15.7,23.5,19.94,15.7,23.5,55.5,94.6,77.16,55.5,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,06/10/1994,,,263.88,,16.0,20.6,18.41,16.0,20.6,51.1,90.8,68.66,51.1,90.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,07/10/1994,,,206.28,,15.5,21.3,17.66,15.5,21.3,51.1,86.9,65.17,51.1,86.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,08/10/1994,,,140.04,,13.9,21.0,17.61,13.9,21.0,56.2,91.8,74.18,56.2,91.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,09/10/1994,,,117.0,,15.3,19.3,17.37,15.3,19.3,80.6,95.4,92.26,80.6,95.4,,,,28.3,0.0,0.0,,,2.928228186
AL41,10/10/1994,,,119.88,,18.0,22.6,20.06,18.0,22.6,70.0,94.6,84.95,70.0,94.6,,,,0.1,0.0,0.0,,,2.928228186
AL41,11/10/1994,,,76.68,,17.3,26.1,20.68,17.3,26.1,45.9,94.1,79.97,45.9,94.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,12/10/1994,,,69.48,,16.9,25.8,20.2,16.9,25.8,51.7,93.8,81.13,51.7,93.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,13/10/1994,,,56.88,,14.7,26.1,19.55,14.7,26.1,49.5,94.9,80.18,49.5,94.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,14/10/1994,,,68.04,,16.6,24.4,19.68,16.6,24.4,57.1,94.1,81.63,57.1,94.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,15/10/1994,,,59.4,,15.7,25.1,18.73,15.7,25.1,54.1,94.6,84.83,54.1,94.6,,,,6.6,0.0,0.0,,,2.928228186
AL41,16/10/1994,,,66.6,,13.7,23.5,17.72,13.7,23.5,54.8,94.6,84.23,54.8,94.6,,,,4.1,0.0,0.0,,,2.928228186
AL41,17/10/1994,,,50.4,,11.5,23.2,16.27,11.5,23.2,45.4,95.4,73.14,45.4,95.4,,,,0.1,0.0,0.0,,,2.928228186
AL41,18/10/1994,,,,,,,,,,,,,,,,,,,,,
AL41,19/10/1994,,,,,,,,,,,,,,,,,,,,,
AL41,20/10/1994,,,,,,,,,,,,,,,,,,,,,
AL41,21/10/1994,,,,,,,,,,,,,,,,,,,,,
AL41,22/10/1994,,,77.76,,17.8,26.2,21.68,17.8,26.2,41.0,73.7,56.77,41.0,73.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,23/10/1994,,,138.6,,13.0,25.5,19.66,13.0,25.5,34.5,81.5,58.85,34.5,81.5,,,,0.0,0.0,0.0,,,2.928228186
AL41,24/10/1994,,,63.0,,8.2,24.0,15.43,8.2,24.0,36.0,93.9,71.55,36.0,93.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,25/10/1994,,,62.64,,7.8,23.1,14.97,7.8,23.1,39.2,95.4,75.56,39.2,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,26/10/1994,,,34.92,,8.3,24.4,15.35,8.3,24.4,37.3,96.1,75.8,37.3,96.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,27/10/1994,,,70.2,,11.5,22.1,16.34,11.5,22.1,54.5,96.1,82.79,54.5,96.1,,,,0.5,0.0,0.0,,,2.928228186
AL41,28/10/1994,,,37.8,,12.5,21.4,16.27,12.5,21.4,55.3,94.8,78.5,55.3,94.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,29/10/1994,,,88.2,,13.5,22.6,17.35,13.5,22.6,49.8,90.9,74.85,49.8,90.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,30/10/1994,,,57.24,,9.2,23.2,15.63,9.2,23.2,44.1,96.1,77.27,44.1,96.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,31/10/1994,,,43.56,,9.8,19.7,14.21,9.8,19.7,57.3,95.4,82.53,57.3,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,01/11/1994,,,43.56,,12.5,22.4,16.9,12.5,22.4,53.2,94.0,80.03,53.2,94.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,02/11/1994,,,59.76,,11.9,23.4,16.9,11.9,23.4,51.1,95.4,81.2,51.1,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,03/11/1994,,,88.2,,11.0,21.7,16.15,11.0,21.7,57.2,95.4,84.13,57.2,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,04/11/1994,,,112.32,,12.9,17.5,15.56,12.9,17.5,55.9,95.4,81.0,55.9,95.4,,,,8.2,0.0,0.0,,,2.928228186
AL41,05/11/1994,,,187.92,,7.2,17.8,12.37,7.2,17.8,39.0,82.9,59.12,39.0,82.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,06/11/1994,,,92.52,,2.3,19.0,10.78,2.3,19.0,36.5,95.3,73.5,36.5,95.3,,,,0.0,0.0,9.0,,,2.928228186
AL41,07/11/1994,,,84.24,,9.4,21.3,14.02,9.4,21.3,49.2,93.0,75.1,49.2,93.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,08/11/1994,,,73.8,,8.7,22.7,14.74,8.7,22.7,41.0,94.7,74.95,41.0,94.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,09/11/1994,,,84.96,,10.9,22.3,15.65,10.9,22.3,53.7,94.6,79.39,53.7,94.6,,,,0.3,0.0,0.0,,,2.928228186
AL41,10/11/1994,,,63.0,,8.8,25.4,16.07,8.8,25.4,36.2,91.1,68.19,36.2,91.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,11/11/1994,,,82.8,,10.6,26.8,17.2,10.6,26.8,30.1,93.0,64.81,30.1,93.0,,,,0.0,0.0,0.0,,,2.928228186
AL41,12/11/1994,,,31.76,,8.6,23.2,15.18,8.6,23.2,45.4,94.8,69.33,45.4,94.8,,,,0.0,0.0,0.0,,,2.928228186
AL41,13/11/1994,,,208.08,,10.8,20.5,16.08,10.8,20.5,45.2,83.1,53.1,45.2,83.1,,,,0.0,0.0,0.0,,,2.928228186
AL41,14/11/1994,,,45.0,,5.3,22.3,12.72,5.3,22.3,38.0,96.3,76.35,38.0,96.3,,,,0.0,0.0,4.0,,,2.928228186
AL41,15/11/1994,,,50.04,,4.4,22.7,12.3,4.4,22.7,42.9,97.5,80.48,42.9,97.5,,,,0.0,0.0,7.0,,,2.928228186
AL41,16/11/1994,,,48.96,,3.8,25.1,12.65,3.8,25.1,28.5,96.8,76.88,28.5,96.8,,,,0.0,0.0,8.0,,,2.928228186
AL41,17/11/1994,,,123.48,,6.0,22.6,14.7,6.0,22.6,32.8,96.1,59.23,32.8,96.1,,,,0.1,0.0,5.0,,,2.928228186
AL41,18/11/1994,,,91.8,,8.3,24.8,16.02,8.3,24.8,36.0,86.9,59.0,36.0,86.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,19/11/1994,,,73.08,,8.5,26.5,15.4,8.5,26.5,30.3,91.2,64.98,30.3,91.2,,,,0.0,0.0,0.0,,,2.928228186
AL41,20/11/1994,,,53.28,,6.3,22.2,12.79,6.3,22.2,52.5,96.1,81.92,52.5,96.1,,,,0.0,0.0,4.0,,,2.928228186
AL41,21/11/1994,,,43.92,,7.3,22.0,13.19,7.3,22.0,46.6,96.4,82.25,46.6,96.4,,,,0.3,0.0,0.0,,,2.928228186
AL41,22/11/1994,,,48.24,,11.3,20.9,15.01,11.3,20.9,50.7,94.6,78.8,50.7,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,23/11/1994,,,74.88,,9.4,19.5,14.88,9.4,19.5,51.8,89.9,74.35,51.8,89.9,,,,0.0,0.0,0.0,,,2.928228186
AL41,24/11/1994,,,64.8,,10.4,20.0,14.55,10.4,20.0,56.3,93.6,76.39,56.3,93.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,25/11/1994,,,119.52,,10.3,21.3,15.5,10.3,21.3,47.3,95.4,80.23,47.3,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,26/11/1994,,,47.88,,5.0,21.2,11.77,5.0,21.2,44.1,96.8,82.82,44.1,96.8,,,,0.0,0.0,6.0,,,2.928228186
AL41,27/11/1994,,,52.92,,3.7,20.0,11.13,3.7,20.0,48.2,96.3,80.98,48.2,96.3,,,,0.2,0.0,7.0,,,2.928228186
AL41,28/11/1994,,,109.8,,7.4,15.6,12.54,7.4,15.6,71.1,94.6,85.84,71.1,94.6,,,,0.0,0.0,0.0,,,2.928228186
AL41,29/11/1994,,,125.64,,10.0,16.9,13.81,10.0,16.9,69.3,95.4,84.2,69.3,95.4,,,,0.0,0.0,0.0,,,2.928228186
AL41,30/11/1994,,,83.52,,9.7,18.9,14.28,9.7,18.9,54.1,95.7,80.74,54.1,95.7,,,,0.0,0.0,0.0,,,2.928228186
AL41,01/12/1994,,,93.6,,5.9,17.8,11.68,5.9,17.8,60.0,96.8,86.6,60.0,96.8,,,,0.0,0.0,5.0,,,2.928228186
AL41,02/12/1994,,,144.0,,11.6,18.7,14.37,11.6,18.7,61.2,95.4,83.48,61.2,95.4,,,,0.1,0.0,0.0,,,2.928228186
AL41,03/12/1994,,,39.24,,7.4,22.0,12.82,7.4,22.0,36.8,95.5,80.51,36.8,95.5,,,,0.0,0.0,0.0,,,2.928228186
AL41,04/12/1994,,,43.92,,4.4,21.1,11.43,4.4,21.1,42.6,96.1,81.54,42.6,96.1,,,,0.0,0.0,7.0,,,2.928228186
AL41,05/12/1994,,,50.04,,3.5,23.8,11.35,3.5,23.8,29.1,96.1,76.82,29.1,96.1,,,,0.0,0.0,8.0,,,2.928228186
AL41,06/12/1994,,,90.0,,5.8,20.8,11.87,5.8,20.8,44.1,93.3,75.95,44.1,93.3,,,,0.0,0.0,6.0,,,2.928228186
AL41,07/12/1994,,,54.72,,3.9,17.7,10.58,3.9,17.7,66.2,96.1,86.31,66.2,96.1,,,,0.0,0.0,4.0,,,2.928228186
AL41,08/12/1994,,,58.68,,6.1,20.3,11.85,6.1,20.3,42.8,95.5,79.28,42.8,95.5,,,,0.0,0.0,3.0,,,2.928228186
AL41,09/12/1994,,,70.2,,3.2,20.3,11.25,3.2,20.3,35.8,94.6,66.98,35.8,94.6,,,,0.0,0.0,9.0,,,2.928228186
AL41,10/12/1994,,,206.64,,6.8,21.2,15.39,6.8,21.2,40.9,89.5,56.11,40.9,89.5,,,,0.0,0.0,1.0,,,2.928228186
